particullate_matter,timestamp
21,11/08/2014 19:35
26,11/08/2014 19:40
26,11/08/2014 19:45
24,11/08/2014 19:50
23,11/08/2014 19:55
23,11/08/2014 20:00
19,11/08/2014 20:05
22,11/08/2014 20:10
26,11/08/2014 20:15
23,11/08/2014 20:20
19,11/08/2014 20:25
22,11/08/2014 20:30
26,11/08/2014 20:35
25,11/08/2014 20:40
26,11/08/2014 20:45
28,11/08/2014 20:50
32,11/08/2014 20:55
37,11/08/2014 21:00
34,11/08/2014 21:05
38,11/08/2014 21:10
40,11/08/2014 21:15
45,11/08/2014 21:20
50,11/08/2014 21:25
51,11/08/2014 21:30
48,11/08/2014 21:35
46,11/08/2014 21:40
48,11/08/2014 21:45
52,11/08/2014 21:50
49,11/08/2014 21:55
49,11/08/2014 22:00
52,11/08/2014 22:05
55,11/08/2014 22:10
53,11/08/2014 22:15
51,11/08/2014 22:20
55,11/08/2014 22:25
52,11/08/2014 22:30
53,11/08/2014 22:35
52,11/08/2014 22:40
52,11/08/2014 22:45
49,11/08/2014 22:50
47,11/08/2014 22:55
51,11/08/2014 23:00
53,11/08/2014 23:05
50,11/08/2014 23:10
51,11/08/2014 23:15
50,11/08/2014 23:20
45,11/08/2014 23:25
41,11/08/2014 23:30
43,11/08/2014 23:35
45,11/08/2014 23:40
46,11/08/2014 23:45
51,11/08/2014 23:50
49,11/08/2014 23:55
45,12/08/2014 00:00
41,12/08/2014 00:05
36,12/08/2014 00:10
41,12/08/2014 00:15
40,12/08/2014 00:20
42,12/08/2014 00:25
40,12/08/2014 00:30
43,12/08/2014 00:35
45,12/08/2014 00:40
49,12/08/2014 00:45
46,12/08/2014 00:50
45,12/08/2014 00:55
42,12/08/2014 01:00
47,12/08/2014 01:05
47,12/08/2014 01:10
46,12/08/2014 01:15
51,12/08/2014 01:20
53,12/08/2014 01:25
50,12/08/2014 01:30
53,12/08/2014 01:35
50,12/08/2014 01:40
46,12/08/2014 01:45
51,12/08/2014 01:50
56,12/08/2014 01:55
52,12/08/2014 02:00
50,12/08/2014 02:05
48,12/08/2014 02:10
53,12/08/2014 02:15
53,12/08/2014 02:20
48,12/08/2014 02:25
52,12/08/2014 02:30
56,12/08/2014 02:35
56,12/08/2014 02:40
52,12/08/2014 02:45
49,12/08/2014 02:50
47,12/08/2014 02:55
50,12/08/2014 03:00
47,12/08/2014 03:05
50,12/08/2014 03:10
55,12/08/2014 03:15
58,12/08/2014 03:20
58,12/08/2014 03:25
61,12/08/2014 03:30
65,12/08/2014 03:35
60,12/08/2014 03:40
63,12/08/2014 03:45
61,12/08/2014 03:50
56,12/08/2014 03:55
58,12/08/2014 04:00
61,12/08/2014 04:05
56,12/08/2014 04:10
57,12/08/2014 04:15
61,12/08/2014 04:20
66,12/08/2014 04:25
64,12/08/2014 04:30
62,12/08/2014 04:35
58,12/08/2014 04:40
58,12/08/2014 04:45
55,12/08/2014 04:50
55,12/08/2014 04:55
59,12/08/2014 05:00
57,12/08/2014 05:05
56,12/08/2014 05:10
53,12/08/2014 05:15
53,12/08/2014 05:20
53,12/08/2014 05:25
48,12/08/2014 05:30
50,12/08/2014 05:35
45,12/08/2014 05:40
40,12/08/2014 05:45
37,12/08/2014 05:50
42,12/08/2014 05:55
37,12/08/2014 06:00
33,12/08/2014 06:05
36,12/08/2014 06:10
32,12/08/2014 06:15
30,12/08/2014 06:20
30,12/08/2014 06:25
27,12/08/2014 06:30
28,12/08/2014 06:35
33,12/08/2014 06:40
32,12/08/2014 06:45
33,12/08/2014 06:50
28,12/08/2014 06:55
32,12/08/2014 07:00
32,12/08/2014 07:05
28,12/08/2014 07:10
23,12/08/2014 07:15
26,12/08/2014 07:20
31,12/08/2014 07:25
34,12/08/2014 07:30
32,12/08/2014 07:35
35,12/08/2014 07:40
32,12/08/2014 07:45
33,12/08/2014 07:50
30,12/08/2014 07:55
30,12/08/2014 08:00
33,12/08/2014 08:05
33,12/08/2014 08:10
35,12/08/2014 08:15
39,12/08/2014 08:20
41,12/08/2014 08:25
42,12/08/2014 08:30
39,12/08/2014 08:35
37,12/08/2014 08:40
33,12/08/2014 08:45
33,12/08/2014 08:50
38,12/08/2014 08:55
37,12/08/2014 09:00
39,12/08/2014 09:05
44,12/08/2014 09:10
44,12/08/2014 09:15
43,12/08/2014 09:20
42,12/08/2014 09:25
44,12/08/2014 09:30
45,12/08/2014 09:35
43,12/08/2014 09:40
42,12/08/2014 09:45
45,12/08/2014 09:50
42,12/08/2014 09:55
41,12/08/2014 10:00
44,12/08/2014 10:05
48,12/08/2014 10:10
50,12/08/2014 10:15
51,12/08/2014 10:20
48,12/08/2014 10:25
53,12/08/2014 10:30
49,12/08/2014 10:35
51,12/08/2014 10:40
52,12/08/2014 10:45
48,12/08/2014 10:50
53,12/08/2014 10:55
53,12/08/2014 11:00
52,12/08/2014 11:05
47,12/08/2014 11:10
50,12/08/2014 11:15
51,12/08/2014 11:20
48,12/08/2014 11:25
47,12/08/2014 11:30
44,12/08/2014 11:35
39,12/08/2014 11:40
35,12/08/2014 11:45
34,12/08/2014 11:50
39,12/08/2014 11:55
36,12/08/2014 12:00
40,12/08/2014 12:05
44,12/08/2014 12:10
44,12/08/2014 12:15
42,12/08/2014 12:20
38,12/08/2014 12:25
34,12/08/2014 12:30
39,12/08/2014 12:35
43,12/08/2014 12:40
41,12/08/2014 12:45
45,12/08/2014 12:50
40,12/08/2014 12:55
36,12/08/2014 13:00
32,12/08/2014 13:05
27,12/08/2014 13:10
27,12/08/2014 13:15
27,12/08/2014 13:20
32,12/08/2014 13:25
34,12/08/2014 13:30
33,12/08/2014 13:35
29,12/08/2014 13:40
25,12/08/2014 13:45
26,12/08/2014 13:50
26,12/08/2014 13:55
27,12/08/2014 14:00
27,12/08/2014 14:05
25,12/08/2014 14:10
28,12/08/2014 14:15
28,12/08/2014 14:20
30,12/08/2014 14:25
32,12/08/2014 14:30
35,12/08/2014 14:35
39,12/08/2014 14:40
35,12/08/2014 14:45
33,12/08/2014 14:50
32,12/08/2014 14:55
36,12/08/2014 15:00
37,12/08/2014 15:05
38,12/08/2014 15:10
36,12/08/2014 15:15
37,12/08/2014 15:20
33,12/08/2014 15:25
37,12/08/2014 15:30
34,12/08/2014 15:35
33,12/08/2014 15:40
38,12/08/2014 15:45
37,12/08/2014 15:50
34,12/08/2014 15:55
30,12/08/2014 16:00
27,12/08/2014 16:05
22,12/08/2014 16:10
26,12/08/2014 16:15
23,12/08/2014 16:20
21,12/08/2014 16:25
23,12/08/2014 16:30
18,12/08/2014 16:35
25,12/08/2014 16:40
21,12/08/2014 16:45
20,12/08/2014 16:50
25,12/08/2014 16:55
20,12/08/2014 17:00
18,12/08/2014 17:05
21,12/08/2014 17:10
25,12/08/2014 17:15
20,12/08/2014 17:20
17,12/08/2014 17:25
22,12/08/2014 17:30
20,12/08/2014 17:35
25,12/08/2014 17:40
21,12/08/2014 17:45
19,12/08/2014 17:50
28,12/08/2014 17:55
24,12/08/2014 18:00
23,12/08/2014 18:05
22,12/08/2014 18:10
22,12/08/2014 18:15
21,12/08/2014 18:20
16,12/08/2014 18:25
24,12/08/2014 18:30
19,12/08/2014 18:35
29,12/08/2014 18:40
28,12/08/2014 18:45
32,12/08/2014 18:50
27,12/08/2014 18:55
27,12/08/2014 19:00
31,12/08/2014 19:05
33,12/08/2014 19:10
35,12/08/2014 19:15
31,12/08/2014 19:20
31,12/08/2014 19:25
35,12/08/2014 19:30
34,12/08/2014 19:35
39,12/08/2014 19:40
36,12/08/2014 19:45
38,12/08/2014 19:50
38,12/08/2014 19:55
33,12/08/2014 20:00
29,12/08/2014 20:05
24,12/08/2014 20:10
29,12/08/2014 20:15
30,12/08/2014 20:20
31,12/08/2014 20:25
26,12/08/2014 20:30
25,12/08/2014 20:35
22,12/08/2014 20:40
26,12/08/2014 20:45
25,12/08/2014 20:50
23,12/08/2014 20:55
22,12/08/2014 21:00
24,12/08/2014 21:05
23,12/08/2014 21:10
27,12/08/2014 21:15
22,12/08/2014 21:20
22,12/08/2014 21:25
17,12/08/2014 21:30
25,12/08/2014 21:35
20,12/08/2014 21:40
19,12/08/2014 21:45
23,12/08/2014 21:50
18,12/08/2014 21:55
24,12/08/2014 22:00
27,12/08/2014 22:05
27,12/08/2014 22:10
27,12/08/2014 22:15
31,12/08/2014 22:20
31,12/08/2014 22:25
33,12/08/2014 22:30
30,12/08/2014 22:35
25,12/08/2014 22:40
22,12/08/2014 22:45
21,12/08/2014 22:50
22,12/08/2014 22:55
22,12/08/2014 23:00
26,12/08/2014 23:05
21,12/08/2014 23:10
21,12/08/2014 23:15
24,12/08/2014 23:20
24,12/08/2014 23:25
24,12/08/2014 23:30
21,12/08/2014 23:35
21,12/08/2014 23:40
25,12/08/2014 23:45
29,12/08/2014 23:50
25,12/08/2014 23:55
28,13/08/2014 00:00
25,13/08/2014 00:05
29,13/08/2014 00:10
29,13/08/2014 00:15
26,13/08/2014 00:20
31,13/08/2014 00:25
34,13/08/2014 00:30
34,13/08/2014 00:35
32,13/08/2014 00:40
30,13/08/2014 00:45
27,13/08/2014 00:50
32,13/08/2014 00:55
28,13/08/2014 01:00
30,13/08/2014 01:05
35,13/08/2014 01:10
39,13/08/2014 01:15
43,13/08/2014 01:20
48,13/08/2014 01:25
47,13/08/2014 01:30
42,13/08/2014 01:35
43,13/08/2014 01:40
40,13/08/2014 01:45
45,13/08/2014 01:50
45,13/08/2014 01:55
44,13/08/2014 02:00
43,13/08/2014 02:05
46,13/08/2014 02:10
43,13/08/2014 02:15
45,13/08/2014 02:20
44,13/08/2014 02:25
40,13/08/2014 02:30
35,13/08/2014 02:35
39,13/08/2014 02:40
34,13/08/2014 02:45
30,13/08/2014 02:50
31,13/08/2014 02:55
28,13/08/2014 03:00
31,13/08/2014 03:05
35,13/08/2014 03:10
36,13/08/2014 03:15
38,13/08/2014 03:20
38,13/08/2014 03:25
43,13/08/2014 03:30
47,13/08/2014 03:35
43,13/08/2014 03:40
41,13/08/2014 03:45
39,13/08/2014 03:50
37,13/08/2014 03:55
36,13/08/2014 04:00
40,13/08/2014 04:05
40,13/08/2014 04:10
39,13/08/2014 04:15
36,13/08/2014 04:20
34,13/08/2014 04:25
30,13/08/2014 04:30
31,13/08/2014 04:35
36,13/08/2014 04:40
38,13/08/2014 04:45
36,13/08/2014 04:50
34,13/08/2014 04:55
30,13/08/2014 05:00
27,13/08/2014 05:05
28,13/08/2014 05:10
23,13/08/2014 05:15
26,13/08/2014 05:20
27,13/08/2014 05:25
30,13/08/2014 05:30
27,13/08/2014 05:35
27,13/08/2014 05:40
25,13/08/2014 05:45
29,13/08/2014 05:50
25,13/08/2014 05:55
30,13/08/2014 06:00
30,13/08/2014 06:05
25,13/08/2014 06:10
28,13/08/2014 06:15
26,13/08/2014 06:20
28,13/08/2014 06:25
31,13/08/2014 06:30
29,13/08/2014 06:35
28,13/08/2014 06:40
27,13/08/2014 06:45
31,13/08/2014 06:50
32,13/08/2014 06:55
32,13/08/2014 07:00
34,13/08/2014 07:05
33,13/08/2014 07:10
29,13/08/2014 07:15
28,13/08/2014 07:20
23,13/08/2014 07:25
26,13/08/2014 07:30
22,13/08/2014 07:35
21,13/08/2014 07:40
19,13/08/2014 07:45
23,13/08/2014 07:50
18,13/08/2014 07:55
27,13/08/2014 08:00
29,13/08/2014 08:05
32,13/08/2014 08:10
30,13/08/2014 08:15
26,13/08/2014 08:20
27,13/08/2014 08:25
31,13/08/2014 08:30
33,13/08/2014 08:35
36,13/08/2014 08:40
34,13/08/2014 08:45
35,13/08/2014 08:50
39,13/08/2014 08:55
35,13/08/2014 09:00
33,13/08/2014 09:05
34,13/08/2014 09:10
36,13/08/2014 09:15
34,13/08/2014 09:20
39,13/08/2014 09:25
38,13/08/2014 09:30
40,13/08/2014 09:35
45,13/08/2014 09:40
47,13/08/2014 09:45
44,13/08/2014 09:50
43,13/08/2014 09:55
39,13/08/2014 10:00
38,13/08/2014 10:05
36,13/08/2014 10:10
36,13/08/2014 10:15
36,13/08/2014 10:20
32,13/08/2014 10:25
37,13/08/2014 10:30
41,13/08/2014 10:35
37,13/08/2014 10:40
34,13/08/2014 10:45
33,13/08/2014 10:50
29,13/08/2014 10:55
34,13/08/2014 11:00
35,13/08/2014 11:05
30,13/08/2014 11:10
34,13/08/2014 11:15
30,13/08/2014 11:20
35,13/08/2014 11:25
37,13/08/2014 11:30
40,13/08/2014 11:35
38,13/08/2014 11:40
40,13/08/2014 11:45
44,13/08/2014 11:50
41,13/08/2014 11:55
37,13/08/2014 12:00
35,13/08/2014 12:05
31,13/08/2014 12:10
35,13/08/2014 12:15
33,13/08/2014 12:20
31,13/08/2014 12:25
30,13/08/2014 12:30
28,13/08/2014 12:35
31,13/08/2014 12:40
33,13/08/2014 12:45
34,13/08/2014 12:50
34,13/08/2014 12:55
35,13/08/2014 13:00
40,13/08/2014 13:05
45,13/08/2014 13:10
48,13/08/2014 13:15
53,13/08/2014 13:20
49,13/08/2014 13:25
49,13/08/2014 13:30
46,13/08/2014 13:35
47,13/08/2014 13:40
47,13/08/2014 13:45
45,13/08/2014 13:50
46,13/08/2014 13:55
46,13/08/2014 14:00
46,13/08/2014 14:05
45,13/08/2014 14:10
41,13/08/2014 14:15
45,13/08/2014 14:20
48,13/08/2014 14:25
53,13/08/2014 14:30
55,13/08/2014 14:35
51,13/08/2014 14:40
52,13/08/2014 14:45
52,13/08/2014 14:50
49,13/08/2014 14:55
45,13/08/2014 15:00
50,13/08/2014 15:05
49,13/08/2014 15:10
49,13/08/2014 15:15
45,13/08/2014 15:20
49,13/08/2014 15:25
49,13/08/2014 15:30
45,13/08/2014 15:35
46,13/08/2014 15:40
50,13/08/2014 15:45
48,13/08/2014 15:50
45,13/08/2014 15:55
50,13/08/2014 16:00
52,13/08/2014 16:05
57,13/08/2014 16:10
54,13/08/2014 16:15
56,13/08/2014 16:20
55,13/08/2014 16:25
59,13/08/2014 16:30
61,13/08/2014 16:35
57,13/08/2014 16:40
55,13/08/2014 16:45
53,13/08/2014 16:50
51,13/08/2014 16:55
49,13/08/2014 17:00
50,13/08/2014 17:05
51,13/08/2014 17:10
48,13/08/2014 17:15
43,13/08/2014 17:20
41,13/08/2014 17:25
42,13/08/2014 17:30
44,13/08/2014 17:35
48,13/08/2014 17:40
50,13/08/2014 17:45
48,13/08/2014 17:50
46,13/08/2014 17:55
47,13/08/2014 18:00
42,13/08/2014 18:05
39,13/08/2014 18:10
40,13/08/2014 18:15
43,13/08/2014 18:20
47,13/08/2014 18:25
48,13/08/2014 18:30
51,13/08/2014 18:35
56,13/08/2014 18:40
51,13/08/2014 18:45
46,13/08/2014 18:50
41,13/08/2014 18:55
44,13/08/2014 19:00
44,13/08/2014 19:05
49,13/08/2014 19:10
50,13/08/2014 19:15
50,13/08/2014 19:20
51,13/08/2014 19:25
50,13/08/2014 19:30
48,13/08/2014 19:35
46,13/08/2014 19:40
47,13/08/2014 19:45
44,13/08/2014 19:50
46,13/08/2014 19:55
46,13/08/2014 20:00
49,13/08/2014 20:05
53,13/08/2014 20:10
57,13/08/2014 20:15
60,13/08/2014 20:20
60,13/08/2014 20:25
64,13/08/2014 20:30
67,13/08/2014 20:35
70,13/08/2014 20:40
65,13/08/2014 20:45
70,13/08/2014 20:50
73,13/08/2014 20:55
71,13/08/2014 21:00
76,13/08/2014 21:05
75,13/08/2014 21:10
70,13/08/2014 21:15
72,13/08/2014 21:20
77,13/08/2014 21:25
72,13/08/2014 21:30
73,13/08/2014 21:35
70,13/08/2014 21:40
66,13/08/2014 21:45
67,13/08/2014 21:50
66,13/08/2014 21:55
70,13/08/2014 22:00
69,13/08/2014 22:05
68,13/08/2014 22:10
70,13/08/2014 22:15
66,13/08/2014 22:20
68,13/08/2014 22:25
66,13/08/2014 22:30
68,13/08/2014 22:35
65,13/08/2014 22:40
70,13/08/2014 22:45
68,13/08/2014 22:50
65,13/08/2014 22:55
60,13/08/2014 23:00
59,13/08/2014 23:05
63,13/08/2014 23:10
61,13/08/2014 23:15
61,13/08/2014 23:20
59,13/08/2014 23:25
63,13/08/2014 23:30
65,13/08/2014 23:35
60,13/08/2014 23:40
59,13/08/2014 23:45
61,13/08/2014 23:50
60,13/08/2014 23:55
55,14/08/2014 00:00
57,14/08/2014 00:05
57,14/08/2014 00:10
58,14/08/2014 00:15
63,14/08/2014 00:20
60,14/08/2014 00:25
56,14/08/2014 00:30
52,14/08/2014 00:35
49,14/08/2014 00:40
49,14/08/2014 00:45
53,14/08/2014 00:50
53,14/08/2014 00:55
51,14/08/2014 01:00
55,14/08/2014 01:05
51,14/08/2014 01:10
52,14/08/2014 01:15
47,14/08/2014 01:20
45,14/08/2014 01:25
45,14/08/2014 01:30
41,14/08/2014 01:35
40,14/08/2014 01:40
45,14/08/2014 01:45
49,14/08/2014 01:50
49,14/08/2014 01:55
49,14/08/2014 02:00
44,14/08/2014 02:05
40,14/08/2014 02:10
40,14/08/2014 02:15
41,14/08/2014 02:20
45,14/08/2014 02:25
50,14/08/2014 02:30
52,14/08/2014 02:35
57,14/08/2014 02:40
59,14/08/2014 02:45
57,14/08/2014 02:50
56,14/08/2014 02:55
52,14/08/2014 03:00
52,14/08/2014 03:05
54,14/08/2014 03:10
56,14/08/2014 03:15
55,14/08/2014 03:20
54,14/08/2014 03:25
55,14/08/2014 03:30
52,14/08/2014 03:35
47,14/08/2014 03:40
48,14/08/2014 03:45
52,14/08/2014 03:50
50,14/08/2014 03:55
46,14/08/2014 04:00
46,14/08/2014 04:05
41,14/08/2014 04:10
37,14/08/2014 04:15
35,14/08/2014 04:20
39,14/08/2014 04:25
43,14/08/2014 04:30
43,14/08/2014 04:35
43,14/08/2014 04:40
45,14/08/2014 04:45
47,14/08/2014 04:50
51,14/08/2014 04:55
49,14/08/2014 05:00
51,14/08/2014 05:05
52,14/08/2014 05:10
49,14/08/2014 05:15
48,14/08/2014 05:20
51,14/08/2014 05:25
50,14/08/2014 05:30
55,14/08/2014 05:35
60,14/08/2014 05:40
61,14/08/2014 05:45
63,14/08/2014 05:50
63,14/08/2014 05:55
66,14/08/2014 06:00
70,14/08/2014 06:05
71,14/08/2014 06:10
71,14/08/2014 06:15
69,14/08/2014 06:20
74,14/08/2014 06:25
71,14/08/2014 06:30
72,14/08/2014 06:35
68,14/08/2014 06:40
67,14/08/2014 06:45
70,14/08/2014 06:50
67,14/08/2014 06:55
66,14/08/2014 07:00
63,14/08/2014 07:05
58,14/08/2014 07:10
55,14/08/2014 07:15
56,14/08/2014 07:20
58,14/08/2014 07:25
58,14/08/2014 07:30
60,14/08/2014 07:35
61,14/08/2014 07:40
60,14/08/2014 07:45
64,14/08/2014 07:50
59,14/08/2014 07:55
59,14/08/2014 08:00
57,14/08/2014 08:05
59,14/08/2014 08:10
57,14/08/2014 08:15
58,14/08/2014 08:20
60,14/08/2014 08:25
61,14/08/2014 08:30
64,14/08/2014 08:35
68,14/08/2014 08:40
68,14/08/2014 08:45
73,14/08/2014 08:50
76,14/08/2014 08:55
79,14/08/2014 09:00
77,14/08/2014 09:05
77,14/08/2014 09:10
77,14/08/2014 09:15
75,14/08/2014 09:20
78,14/08/2014 09:25
79,14/08/2014 09:30
75,14/08/2014 09:35
71,14/08/2014 09:40
71,14/08/2014 09:45
73,14/08/2014 09:50
73,14/08/2014 09:55
70,14/08/2014 10:00
71,14/08/2014 10:05
72,14/08/2014 10:10
77,14/08/2014 10:15
81,14/08/2014 10:20
80,14/08/2014 10:25
80,14/08/2014 10:30
79,14/08/2014 10:35
80,14/08/2014 10:40
85,14/08/2014 10:45
85,14/08/2014 10:50
85,14/08/2014 10:55
82,14/08/2014 11:00
85,14/08/2014 11:05
88,14/08/2014 11:10
87,14/08/2014 11:15
87,14/08/2014 11:20
84,14/08/2014 11:25
80,14/08/2014 11:30
78,14/08/2014 11:35
81,14/08/2014 11:40
79,14/08/2014 11:45
82,14/08/2014 11:50
86,14/08/2014 11:55
83,14/08/2014 12:00
88,14/08/2014 12:05
84,14/08/2014 12:10
85,14/08/2014 12:15
86,14/08/2014 12:20
86,14/08/2014 12:25
86,14/08/2014 12:30
89,14/08/2014 12:35
84,14/08/2014 12:40
83,14/08/2014 12:45
80,14/08/2014 12:50
81,14/08/2014 12:55
86,14/08/2014 13:00
91,14/08/2014 13:05
88,14/08/2014 13:10
87,14/08/2014 13:15
90,14/08/2014 13:20
86,14/08/2014 13:25
88,14/08/2014 13:30
85,14/08/2014 13:35
86,14/08/2014 13:40
82,14/08/2014 13:45
86,14/08/2014 13:50
81,14/08/2014 13:55
83,14/08/2014 14:00
78,14/08/2014 14:05
75,14/08/2014 14:10
73,14/08/2014 14:15
70,14/08/2014 14:20
66,14/08/2014 14:25
61,14/08/2014 14:30
64,14/08/2014 14:35
65,14/08/2014 14:40
69,14/08/2014 14:45
66,14/08/2014 14:50
71,14/08/2014 14:55
67,14/08/2014 15:00
72,14/08/2014 15:05
70,14/08/2014 15:10
69,14/08/2014 15:15
66,14/08/2014 15:20
65,14/08/2014 15:25
65,14/08/2014 15:30
70,14/08/2014 15:35
65,14/08/2014 15:40
65,14/08/2014 15:45
69,14/08/2014 15:50
66,14/08/2014 15:55
65,14/08/2014 16:00
60,14/08/2014 16:05
63,14/08/2014 16:10
65,14/08/2014 16:15
61,14/08/2014 16:20
63,14/08/2014 16:25
67,14/08/2014 16:30
68,14/08/2014 16:35
63,14/08/2014 16:40
63,14/08/2014 16:45
58,14/08/2014 16:50
59,14/08/2014 16:55
55,14/08/2014 17:00
56,14/08/2014 17:05
58,14/08/2014 17:10
63,14/08/2014 17:15
68,14/08/2014 17:20
73,14/08/2014 17:25
70,14/08/2014 17:30
66,14/08/2014 17:35
63,14/08/2014 17:40
64,14/08/2014 17:45
61,14/08/2014 17:50
65,14/08/2014 17:55
69,14/08/2014 18:00
68,14/08/2014 18:05
66,14/08/2014 18:10
67,14/08/2014 18:15
70,14/08/2014 18:20
67,14/08/2014 18:25
66,14/08/2014 18:30
61,14/08/2014 18:35
58,14/08/2014 18:40
61,14/08/2014 18:45
62,14/08/2014 18:50
64,14/08/2014 18:55
62,14/08/2014 19:00
65,14/08/2014 19:05
60,14/08/2014 19:10
60,14/08/2014 19:15
57,14/08/2014 19:20
62,14/08/2014 19:25
67,14/08/2014 19:30
72,14/08/2014 19:35
75,14/08/2014 19:40
78,14/08/2014 19:45
77,14/08/2014 19:50
72,14/08/2014 19:55
72,14/08/2014 20:00
71,14/08/2014 20:05
71,14/08/2014 20:10
66,14/08/2014 20:15
62,14/08/2014 20:20
63,14/08/2014 20:25
64,14/08/2014 20:30
62,14/08/2014 20:35
67,14/08/2014 20:40
66,14/08/2014 20:45
63,14/08/2014 20:50
66,14/08/2014 20:55
68,14/08/2014 21:00
69,14/08/2014 21:05
64,14/08/2014 21:10
64,14/08/2014 21:15
69,14/08/2014 21:20
70,14/08/2014 21:25
75,14/08/2014 21:30
80,14/08/2014 21:35
76,14/08/2014 21:40
73,14/08/2014 21:45
75,14/08/2014 21:50
73,14/08/2014 21:55
73,14/08/2014 22:00
68,14/08/2014 22:05
63,14/08/2014 22:10
65,14/08/2014 22:15
68,14/08/2014 22:20
65,14/08/2014 22:25
66,14/08/2014 22:30
63,14/08/2014 22:35
61,14/08/2014 22:40
63,14/08/2014 22:45
68,14/08/2014 22:50
68,14/08/2014 22:55
67,14/08/2014 23:00
65,14/08/2014 23:05
67,14/08/2014 23:10
65,14/08/2014 23:15
62,14/08/2014 23:20
59,14/08/2014 23:25
59,14/08/2014 23:30
64,14/08/2014 23:35
67,14/08/2014 23:40
63,14/08/2014 23:45
60,14/08/2014 23:50
57,14/08/2014 23:55
54,15/08/2014 00:00
56,15/08/2014 00:05
57,15/08/2014 00:10
52,15/08/2014 00:15
56,15/08/2014 00:20
56,15/08/2014 00:25
53,15/08/2014 00:30
52,15/08/2014 00:35
52,15/08/2014 00:40
57,15/08/2014 00:45
58,15/08/2014 00:50
56,15/08/2014 00:55
58,15/08/2014 01:00
54,15/08/2014 01:05
56,15/08/2014 01:10
57,15/08/2014 01:15
62,15/08/2014 01:20
59,15/08/2014 01:25
59,15/08/2014 01:30
58,15/08/2014 01:35
55,15/08/2014 01:40
53,15/08/2014 01:45
50,15/08/2014 01:50
45,15/08/2014 01:55
42,15/08/2014 02:00
44,15/08/2014 02:05
49,15/08/2014 02:10
52,15/08/2014 02:15
56,15/08/2014 02:20
58,15/08/2014 02:25
57,15/08/2014 02:30
59,15/08/2014 02:35
55,15/08/2014 02:40
56,15/08/2014 02:45
56,15/08/2014 02:50
54,15/08/2014 02:55
53,15/08/2014 03:00
54,15/08/2014 03:05
58,15/08/2014 03:10
56,15/08/2014 03:15
60,15/08/2014 03:20
55,15/08/2014 03:25
57,15/08/2014 03:30
60,15/08/2014 03:35
62,15/08/2014 03:40
63,15/08/2014 03:45
59,15/08/2014 03:50
62,15/08/2014 03:55
59,15/08/2014 04:00
64,15/08/2014 04:05
66,15/08/2014 04:10
64,15/08/2014 04:15
60,15/08/2014 04:20
56,15/08/2014 04:25
60,15/08/2014 04:30
61,15/08/2014 04:35
58,15/08/2014 04:40
53,15/08/2014 04:45
53,15/08/2014 04:50
49,15/08/2014 04:55
51,15/08/2014 05:00
48,15/08/2014 05:05
43,15/08/2014 05:10
41,15/08/2014 05:15
41,15/08/2014 05:20
38,15/08/2014 05:25
38,15/08/2014 05:30
39,15/08/2014 05:35
39,15/08/2014 05:40
44,15/08/2014 05:45
46,15/08/2014 05:50
48,15/08/2014 05:55
44,15/08/2014 06:00
47,15/08/2014 06:05
44,15/08/2014 06:10
39,15/08/2014 06:15
44,15/08/2014 06:20
48,15/08/2014 06:25
51,15/08/2014 06:30
51,15/08/2014 06:35
47,15/08/2014 06:40
46,15/08/2014 06:45
50,15/08/2014 06:50
50,15/08/2014 06:55
51,15/08/2014 07:00
54,15/08/2014 07:05
59,15/08/2014 07:10
56,15/08/2014 07:15
51,15/08/2014 07:20
53,15/08/2014 07:25
52,15/08/2014 07:30
56,15/08/2014 07:35
59,15/08/2014 07:40
62,15/08/2014 07:45
59,15/08/2014 07:50
61,15/08/2014 07:55
62,15/08/2014 08:00
58,15/08/2014 08:05
57,15/08/2014 08:10
53,15/08/2014 08:15
56,15/08/2014 08:20
60,15/08/2014 08:25
55,15/08/2014 08:30
57,15/08/2014 08:35
53,15/08/2014 08:40
48,15/08/2014 08:45
48,15/08/2014 08:50
45,15/08/2014 08:55
47,15/08/2014 09:00
42,15/08/2014 09:05
40,15/08/2014 09:10
36,15/08/2014 09:15
41,15/08/2014 09:20
40,15/08/2014 09:25
41,15/08/2014 09:30
37,15/08/2014 09:35
35,15/08/2014 09:40
38,15/08/2014 09:45
38,15/08/2014 09:50
37,15/08/2014 09:55
36,15/08/2014 10:00
33,15/08/2014 10:05
37,15/08/2014 10:10
41,15/08/2014 10:15
37,15/08/2014 10:20
36,15/08/2014 10:25
38,15/08/2014 10:30
35,15/08/2014 10:35
34,15/08/2014 10:40
29,15/08/2014 10:45
24,15/08/2014 10:50
26,15/08/2014 10:55
30,15/08/2014 11:00
33,15/08/2014 11:05
35,15/08/2014 11:10
39,15/08/2014 11:15
39,15/08/2014 11:20
42,15/08/2014 11:25
47,15/08/2014 11:30
44,15/08/2014 11:35
46,15/08/2014 11:40
43,15/08/2014 11:45
47,15/08/2014 11:50
48,15/08/2014 11:55
44,15/08/2014 12:00
44,15/08/2014 12:05
46,15/08/2014 12:10
47,15/08/2014 12:15
45,15/08/2014 12:20
42,15/08/2014 12:25
46,15/08/2014 12:30
44,15/08/2014 12:35
43,15/08/2014 12:40
40,15/08/2014 12:45
40,15/08/2014 12:50
42,15/08/2014 12:55
41,15/08/2014 13:00
44,15/08/2014 13:05
45,15/08/2014 13:10
